objectid,data,codnum,estação,chuva,pres,rs,temp,ur,dir_vento,vel_vento,so2,no2,hcnm,hct,ch4,co,no,nox,o3,pm10,pm2_5,lat,lon,x_utm_sirgas2000,y_utm_sirgas2000
2512549,2024-01-01 00:30:00,2,BG,0.0,1013.63,9.5,27.38,69.48,92.67,1.7000000000000002,7.0,8.65,,,,,2.52,11.17,30.45,37.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512550,2024-01-01 01:30:00,2,BG,0.0,1012.88,9.83,27.13,70.92,94.0,2.45,5.78,5.06,,,,,2.56,7.63,34.6,60.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512551,2024-01-01 02:30:00,2,BG,0.0,1012.45,9.83,26.92,73.05,93.17,2.48,5.33,9.5,,,,,2.27,11.76,30.86,26.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512552,2024-01-01 03:30:00,2,BG,0.0,1012.17,11.5,26.82,67.43,53.83,0.8,5.65,20.28,,,,,2.77,23.05,18.4,27.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512553,2024-01-01 04:30:00,2,BG,0.0,1012.25,10.33,26.8,67.5,68.5,0.78,6.28,30.3,,,,,3.69,34.0,7.83,43.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512554,2024-01-01 05:30:00,2,BG,0.0,1012.65,19.83,26.8,66.27,64.5,0.8500000000000001,6.49,25.5,,,,,2.68,28.18,10.16,33.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512555,2024-01-01 06:30:00,2,BG,0.0,1012.98,70.33,26.8,69.2,80.33,1.6800000000000002,6.75,21.83,,,,,4.53,26.36,15.38,41.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512556,2024-01-01 07:30:00,2,BG,0.0,1012.87,154.17,26.8,70.67,85.5,3.12,5.63,13.7,,,,,5.1,18.8,28.36,43.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512557,2024-01-01 08:30:00,2,BG,0.0,1013.25,146.33,27.25,68.23,84.83,3.07,4.79,8.92,,,,,3.17,12.1,37.35,17.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512558,2024-01-01 09:30:00,2,BG,0.0,1013.5,142.83,27.48,68.25,88.33,2.52,4.8100000000000005,7.45,,,,,2.83,10.27,37.33,13.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512559,2024-01-01 10:30:00,2,BG,0.0,1013.87,162.33,27.58,68.3,44.5,1.1,4.79,8.34,,,,,3.29,11.64,35.76,20.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512560,2024-01-01 11:30:00,2,BG,0.0,1013.38,226.33,27.78,70.15,193.5,0.78,4.98,10.04,,,,,3.52,13.55,40.0,19.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512561,2024-01-01 12:30:00,2,BG,0.0,1012.77,219.67,28.15,68.55,87.83,1.17,5.19,9.64,,,,,3.73,13.36,48.0,19.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512562,2024-01-01 13:30:00,2,BG,0.0,1012.35,125.5,28.55,66.8,48.5,0.88,5.29,11.32,,,,,3.17,14.48,56.78,29.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512563,2024-01-01 14:30:00,2,BG,0.0,1011.68,108.5,28.6,66.68,100.17,1.78,5.41,12.78,,,,,2.94,15.71,50.76,23.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512564,2024-01-01 15:30:00,2,BG,0.0,1011.12,81.67,28.52,66.97,112.5,1.53,6.02,11.28,,,,,2.71,13.99,52.59,38.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512565,2024-01-01 16:30:00,2,BG,0.0,1010.73,79.83,28.42,68.77,92.0,1.6800000000000002,6.0,9.46,,,,,2.26,11.72,51.14,49.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512566,2024-01-01 17:30:00,2,BG,0.0,1010.83,38.17,28.32,70.68,108.17,1.78,5.34,8.41,,,,,2.29,10.7,46.26,28.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512567,2024-01-01 18:30:00,2,BG,0.0,1011.28,17.83,27.87,73.98,103.17,1.7000000000000002,4.78,7.97,,,,,2.24,10.21,42.43,36.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512568,2024-01-01 19:30:00,2,BG,0.0,1011.72,10.17,27.53,77.32,97.17,1.92,5.11,11.23,,,,,2.36,13.59,36.2,27.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512569,2024-01-01 20:30:00,2,BG,0.0,1012.02,10.0,27.42,79.63,96.5,2.35,5.91,17.98,,,,,2.29,20.27,26.17,38.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512570,2024-01-01 21:30:00,2,BG,0.0,1012.32,10.67,27.32,80.95,94.67,2.85,5.63,23.87,,,,,2.16,26.03,16.52,41.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512571,2024-01-01 22:30:00,2,BG,0.0,1012.73,10.5,27.22,80.13,97.83,2.42,19.9,35.18,,,,,4.91,40.09,11.64,36.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512572,2024-01-01 23:30:00,2,BG,0.0,1012.48,10.17,27.12,78.07,91.0,1.92,12.28,22.3,,,,,2.55,24.84,12.07,,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512573,2024-01-02 00:30:00,2,BG,0.0,1012.27,10.5,27.1,77.8,90.17,1.62,6.95,12.02,,,,,2.13,14.15,22.23,23.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512574,2024-01-02 01:30:00,2,BG,0.0,1011.63,11.0,27.1,76.83,83.33,1.92,3.34,7.83,,,,,1.96,9.79,26.73,24.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512575,2024-01-02 02:30:00,2,BG,0.0,1010.83,10.83,27.1,77.32,82.33,2.15,3.04,8.09,,,,,2.01,10.11,26.13,25.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512576,2024-01-02 03:30:00,2,BG,0.0,1010.62,9.67,26.92,79.6,89.83,2.33,3.19,9.97,,,,,2.34,12.3,23.55,19.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512577,2024-01-02 04:30:00,2,BG,0.0,1010.73,9.33,26.47,86.23,82.0,1.32,2.98,9.33,,,,,2.24,11.58,24.57,14.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512578,2024-01-02 05:30:00,2,BG,0.0,1011.28,18.33,26.32,87.72,76.33,1.47,2.49,14.47,,,,,2.33,16.8,17.6,20.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512579,2024-01-02 06:30:00,2,BG,0.0,1011.63,66.0,26.38,88.5,89.33,1.93,3.98,13.71,,,,,2.98,16.69,19.58,18.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512580,2024-01-02 07:30:00,2,BG,0.0,1011.58,192.33,26.13,91.77,85.17,2.68,4.53,10.92,,,,,4.83,15.74,25.1,18.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512581,2024-01-02 08:30:00,2,BG,0.0,1011.53,243.0,26.72,83.62,92.17,2.07,3.41,12.55,,,,,5.94,18.49,29.17,27.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512582,2024-01-02 09:30:00,2,BG,0.0,1011.3,437.17,27.5,76.0,71.5,1.47,2.69,11.7,,,,,6.82,18.52,35.93,36.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512583,2024-01-02 10:30:00,2,BG,0.0,1010.7,493.0,28.65,68.43,71.83,2.07,2.98,14.22,,,,,6.99,21.21,43.07,30.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512584,2024-01-02 11:30:00,2,BG,0.0,1010.12,635.17,29.5,64.08,73.33,2.35,2.72,12.76,,,,,5.35,18.11,58.12,29.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512585,2024-01-02 12:30:00,2,BG,0.0,1009.4,542.33,30.3,61.4,88.67,2.48,2.96,10.77,,,,,3.64,14.41,77.05,31.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512586,2024-01-02 13:30:00,2,BG,0.0,1008.57,317.5,30.93,60.05,85.83,2.92,2.43,9.46,,,,,2.75,12.21,92.74,35.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512587,2024-01-02 14:30:00,2,BG,0.0,1008.1,341.17,31.08,60.68,100.33,2.97,2.92,10.08,,,,,2.8,12.88,96.0,30.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512588,2024-01-02 15:30:00,2,BG,0.0,1007.42,449.0,31.1,62.47,89.67,3.32,3.59,11.25,,,,,2.51,13.76,97.24,37.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512589,2024-01-02 16:30:00,2,BG,0.0,1006.93,284.33,31.37,61.92,89.0,3.22,2.85,10.06,,,,,2.68,12.73,81.89,40.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512590,2024-01-02 17:30:00,2,BG,0.0,1006.85,137.5,31.23,63.03,92.67,3.5,1.86,9.78,,,,,2.66,12.44,67.44,40.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512591,2024-01-02 18:30:00,2,BG,0.0,1007.8,24.17,30.5,68.28,92.83,2.68,1.18,8.05,,,,,2.39,10.45,52.7,30.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512592,2024-01-02 19:30:00,2,BG,0.0,1008.58,10.33,29.87,72.42,83.0,3.2,0.8500000000000001,6.79,,,,,2.4,9.19,46.66,13.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512593,2024-01-02 20:30:00,2,BG,0.0,1009.18,11.67,29.27,75.35,89.83,3.25,0.66,8.02,,,,,2.42,10.44,39.16,10.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512594,2024-01-02 21:30:00,2,BG,0.0,1009.78,9.0,28.77,79.03,78.5,2.8,0.73,13.43,,,,,2.41,15.84,30.45,20.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512595,2024-01-02 22:30:00,2,BG,0.0,1009.87,10.17,28.52,81.33,80.5,2.38,1.05,18.84,,,,,2.58,21.42,24.29,25.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512596,2024-01-02 23:30:00,2,BG,0.4,1009.73,10.0,28.33,82.13,90.33,2.2,1.2,16.39,,,,,2.3,18.7,28.87,24.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512597,2024-01-03 00:30:00,2,BG,1.4,1009.1,9.33,27.95,87.2,72.17,1.52,2.71,17.48,,,,,2.0,19.48,22.79,20.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512598,2024-01-03 01:30:00,2,BG,0.6,1008.28,10.17,27.2,97.4,70.83,1.6,4.45,16.74,,,,,1.97,18.71,23.4,20.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512599,2024-01-03 02:30:00,2,BG,0.0,1007.8,10.17,27.02,98.78,84.5,1.47,4.28,14.59,,,,,1.87,16.45,22.74,20.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512600,2024-01-03 03:30:00,2,BG,0.0,1007.65,10.33,27.08,98.8,81.67,1.13,4.76,10.61,,,,,2.11,12.72,25.59,14.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512601,2024-01-03 04:30:00,2,BG,0.0,1007.55,10.17,27.18,98.8,76.33,0.73,4.55,10.07,,,,,2.38,12.45,18.14,16.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512602,2024-01-03 05:30:00,2,BG,0.0,1007.85,19.0,27.12,98.8,183.0,0.47,4.46,11.13,,,,,2.17,13.3,14.75,18.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512603,2024-01-03 06:30:00,2,BG,0.0,1007.97,53.0,27.1,98.8,94.17,0.98,4.67,13.17,,,,,3.61,16.78,12.83,15.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512604,2024-01-03 07:30:00,2,BG,0.0,1008.6,85.17,27.37,98.8,229.33,0.75,5.35,23.31,,,,,12.3,35.61,7.78,25.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512605,2024-01-03 08:30:00,2,BG,0.0,1008.62,177.83,27.67,98.8,207.33,0.48,4.96,16.92,,,,,8.58,25.52,17.57,32.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512606,2024-01-03 09:30:00,2,BG,0.0,1008.55,278.83,28.23,98.72,283.0,0.7200000000000001,6.04,15.35,,,,,7.58,22.93,27.16,27.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512607,2024-01-03 10:30:00,2,BG,0.0,1008.33,373.0,28.83,94.38,234.5,0.68,6.86,15.82,,,,,7.02,22.84,39.56,28.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512608,2024-01-03 11:30:00,2,BG,0.0,1007.5,490.33,29.78,85.6,99.33,1.27,6.98,17.37,,,,,5.49,22.86,66.19,35.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512609,2024-01-03 12:30:00,2,BG,0.0,1006.52,497.17,30.87,75.95,66.5,1.47,6.17,18.84,,,,,4.98,23.81,81.28,35.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512610,2024-01-03 13:30:00,2,BG,0.0,1005.92,502.5,31.88,67.4,59.67,2.12,5.48,10.61,,,,,3.6,14.21,80.8,39.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512611,2024-01-03 14:30:00,2,BG,0.0,1005.17,321.17,32.53,62.62,62.67,2.03,8.16,11.11,,,,,3.01,14.12,95.58,30.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512612,2024-01-03 15:30:00,2,BG,0.0,1004.9,146.33,32.68,61.3,38.33,1.13,8.95,14.43,,,,,2.73,17.16,89.94,36.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512613,2024-01-03 16:30:00,2,BG,0.0,1004.77,78.67,32.62,60.85,86.83,1.73,11.72,21.67,,,,,2.55,24.23,99.23,18.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512614,2024-01-03 17:30:00,2,BG,0.0,1005.07,55.0,31.9,65.55,193.5,2.18,14.3,26.59,,,,,3.5700000000000003,30.16,71.39,33.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512615,2024-01-03 18:30:00,2,BG,0.0,1006.0,20.83,30.92,72.63,283.83,1.73,8.94,23.89,,,,,3.3,27.19,47.8,48.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512616,2024-01-03 19:30:00,2,BG,0.8,1006.8,11.5,29.3,85.93,278.17,2.1,5.83,20.63,,,,,3.51,24.13,39.59,27.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512617,2024-01-03 20:30:00,2,BG,21.0,1007.62,12.17,28.22,96.15,257.17,2.17,4.74,15.57,,,,,2.84,18.42,45.13,17.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512618,2024-01-03 21:30:00,2,BG,24.8,1008.55,11.33,27.13,98.53,275.0,1.27,4.35,14.14,,,,,2.23,16.38,46.12,12.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512619,2024-01-03 22:30:00,2,BG,21.8,1008.6,10.67,26.65,98.7,261.17,0.92,3.95,10.56,,,,,2.41,12.97,52.71,5.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512620,2024-01-03 23:30:00,2,BG,8.8,1008.07,10.33,26.25,98.7,286.67,1.28,4.09,19.83,,,,,2.46,22.28,37.79,0.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512621,2024-01-04 00:30:00,2,BG,4.0,1007.65,10.0,26.28,98.7,240.5,1.8,4.57,8.29,,,,,1.98,10.27,54.11,5.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512622,2024-01-04 01:30:00,2,BG,0.8,1006.98,11.17,26.03,98.7,211.5,1.05,5.05,3.98,,,,,1.6,5.58,61.15,4.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512623,2024-01-04 02:30:00,2,BG,0.4,1006.37,11.83,26.18,98.7,237.5,1.53,5.06,3.16,,,,,1.69,4.85,60.96,3.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512624,2024-01-04 03:30:00,2,BG,2.4,1006.13,12.17,26.28,98.7,229.83,3.33,5.09,3.08,,,,,1.96,5.04,66.9,5.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512625,2024-01-04 04:30:00,2,BG,0.8,1006.25,11.0,26.12,98.7,249.33,2.77,5.08,3.72,,,,,1.94,5.67,65.42,10.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512626,2024-01-04 05:30:00,2,BG,1.4,1007.22,12.67,26.02,98.7,251.33,1.93,5.18,5.7,,,,,2.06,7.75,56.67,7.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512627,2024-01-04 06:30:00,2,BG,0.4,1007.75,24.33,26.0,98.7,238.5,2.38,5.47,9.31,,,,,2.41,11.72,53.91,5.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512628,2024-01-04 07:30:00,2,BG,0.4,1007.92,30.83,26.08,98.7,237.67,2.12,5.5600000000000005,9.63,,,,,2.63,12.26,51.55,10.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512629,2024-01-04 08:30:00,2,BG,0.4,1008.0,62.33,26.18,98.7,233.0,2.95,5.54,7.4,,,,,2.5,9.9,56.34,11.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512630,2024-01-04 09:30:00,2,BG,0.2,1008.12,178.67,26.37,98.7,227.17,3.45,5.63,6.07,,,,,2.4,8.47,64.06,10.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512631,2024-01-04 10:30:00,2,BG,0.0,1008.17,291.0,26.83,98.78,238.17,3.48,5.69,6.17,,,,,2.77,8.94,,8.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512632,2024-01-04 11:30:00,2,BG,0.0,1007.63,402.83,27.6,98.8,254.67,2.52,5.82,10.4,,,,,4.3,14.71,,30.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512633,2024-01-04 12:30:00,2,BG,0.0,1007.22,329.17,,,222.67,2.47,7.3,10.98,,,,,2.91,13.89,,,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512634,2024-01-04 13:30:00,2,BG,0.0,1006.53,455.83,29.3,92.3,232.0,2.12,8.05,8.82,,,,,2.8,11.63,,,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512635,2024-01-04 14:30:00,2,BG,,1006.1,341.0,30.08,82.23,241.17,2.25,,8.62,,,,,2.71,11.34,83.92,,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512636,2024-01-04 15:30:00,2,BG,0.0,1005.93,159.67,30.28,80.62,245.83,3.55,,5.87,,,,,2.68,8.55,57.47,,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512637,2024-01-04 16:30:00,2,BG,0.0,1005.9,78.5,29.6,87.43,243.33,3.5700000000000003,4.72,5.49,,,,,2.42,7.91,47.61,25.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512638,2024-01-04 17:30:00,2,BG,0.0,1006.45,34.5,28.98,91.72,254.17,2.38,3.68,8.99,,,,,2.86,11.85,44.36,6.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512639,2024-01-04 18:30:00,2,BG,0.2,1006.95,24.5,28.3,97.93,259.33,1.8,3.6,13.59,,,,,5.49,19.08,40.7,,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512640,2024-01-04 19:30:00,2,BG,0.2,1007.43,11.0,27.77,98.8,262.17,1.52,3.98,12.71,,,,,3.95,16.66,37.1,,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512641,2024-01-04 20:30:00,2,BG,1.4,1007.75,11.17,27.15,98.48,243.17,2.27,3.3,8.0,,,,,2.49,10.49,41.15,2.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512642,2024-01-04 21:30:00,2,BG,1.4,1008.33,12.83,27.2,98.8,239.33,2.55,3.59,6.15,,,,,1.96,8.12,45.91,19.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512643,2024-01-04 22:30:00,2,BG,0.4,1008.63,13.0,27.2,98.8,244.33,2.72,4.22,5.25,,,,,1.65,6.9,46.83,14.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512644,2024-01-04 23:30:00,2,BG,0.0,1008.45,11.67,27.12,98.8,249.5,2.92,4.14,4.24,,,,,1.77,6.01,55.12,9.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512645,2024-01-05 00:30:00,2,BG,0.0,1007.98,12.83,26.93,98.8,261.17,2.5700000000000003,3.98,2.94,,,,,1.84,4.78,57.7,13.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512646,2024-01-05 01:30:00,2,BG,0.0,1007.33,10.33,26.82,98.8,163.17,0.73,3.86,3.31,,,,,1.6,4.91,49.86,17.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512647,2024-01-05 02:30:00,2,BG,0.0,1006.88,11.17,26.8,98.8,240.5,1.23,3.75,3.14,,,,,1.81,4.95,48.12,8.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512648,2024-01-05 03:30:00,2,BG,0.0,1006.77,11.0,26.72,98.8,210.83,0.6,3.43,3.12,,,,,1.7000000000000002,4.82,41.9,6.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512649,2024-01-05 04:30:00,2,BG,0.2,1006.93,10.83,26.7,98.8,210.83,0.52,3.92,4.07,,,,,1.75,5.82,33.61,3.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512650,2024-01-05 05:30:00,2,BG,0.0,1007.4,18.17,26.7,98.8,205.33,0.52,3.78,9.37,,,,,1.9,11.27,24.53,5.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512651,2024-01-05 06:30:00,2,BG,0.0,1008.02,45.67,26.7,98.8,190.83,0.8500000000000001,3.94,5.11,,,,,2.36,7.47,33.73,15.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512652,2024-01-05 07:30:00,2,BG,0.0,1008.55,116.67,26.7,98.8,91.5,0.63,4.05,9.89,,,,,3.54,13.42,34.0,13.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512653,2024-01-05 08:30:00,2,BG,0.0,1008.82,298.17,27.23,98.8,135.17,0.87,4.0,6.65,,,,,3.46,10.1,42.13,15.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512654,2024-01-05 09:30:00,2,BG,0.0,1008.97,392.0,28.18,98.8,228.33,2.3,3.9,4.78,,,,,3.45,8.23,50.06,33.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512655,2024-01-05 10:30:00,2,BG,0.0,1009.02,476.0,28.73,98.8,240.5,2.78,4.44,,,,,,,,52.33,29.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512656,2024-01-05 11:30:00,2,BG,0.0,1008.9,645.33,29.33,96.07,242.0,3.42,4.25,,,,,,,,56.6,42.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512657,2024-01-05 12:30:00,2,BG,0.0,1008.78,528.5,29.75,88.13,244.33,3.33,4.57,,,,,,,,58.84,51.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512658,2024-01-05 13:30:00,2,BG,0.0,1008.63,589.17,30.25,81.28,239.67,3.5700000000000003,4.37,,,,,,,,58.41,37.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512659,2024-01-05 14:30:00,2,BG,0.0,1007.78,505.0,30.38,78.03,243.33,3.75,4.61,,,,,,,,60.4,18.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512660,2024-01-05 15:30:00,2,BG,0.0,1007.67,383.33,30.58,74.8,233.0,3.03,3.61,3.37,,,,,2.42,5.79,63.47,10.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512661,2024-01-05 16:30:00,2,BG,0.0,1007.87,121.17,30.25,74.05,240.67,3.48,3.69,3.88,,,,,2.52,6.39,62.4,,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512662,2024-01-05 17:30:00,2,BG,0.0,1007.87,66.17,29.32,79.82,245.83,3.03,3.88,4.9,,,,,2.63,7.53,58.24,,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512663,2024-01-05 18:30:00,2,BG,0.0,1008.58,29.5,28.58,87.28,239.67,1.57,4.27,8.5,,,,,4.14,12.63,50.52,,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512664,2024-01-05 19:30:00,2,BG,0.0,1009.37,10.33,28.32,90.75,245.83,1.7200000000000002,3.83,8.63,,,,,2.81,11.44,42.97,,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512665,2024-01-05 20:30:00,2,BG,0.0,1009.83,11.83,27.87,95.42,241.5,2.0,3.7,7.5,,,,,2.5,10.0,41.95,12.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512666,2024-01-05 21:30:00,2,BG,0.0,1010.27,12.5,27.45,98.47,236.83,1.95,3.35,6.59,,,,,2.36,8.94,41.73,12.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512667,2024-01-05 22:30:00,2,BG,0.0,1010.5,12.67,27.32,98.8,236.5,1.83,3.8,5.12,,,,,2.02,7.13,39.8,18.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512668,2024-01-05 23:30:00,2,BG,0.0,1010.37,11.17,27.22,98.8,239.67,1.23,3.93,5.75,,,,,2.25,8.0,36.66,19.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512669,2024-01-06 00:30:00,2,BG,0.0,1009.82,12.33,27.12,98.8,238.5,0.78,3.73,6.26,,,,,2.25,8.51,31.29,14.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512670,2024-01-06 01:30:00,2,BG,0.0,1009.25,11.17,27.1,98.8,261.17,1.1,2.72,4.45,,,,,2.39,6.84,38.25,12.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512671,2024-01-06 02:30:00,2,BG,0.0,1009.05,11.17,26.92,98.8,265.0,1.25,2.85,6.27,,,,,2.1,8.37,32.11,17.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512672,2024-01-06 03:30:00,2,BG,0.0,1009.02,12.0,26.82,98.8,264.33,1.28,2.62,5.69,,,,,2.03,7.72,33.34,12.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512673,2024-01-06 04:30:00,2,BG,0.2,1009.32,10.83,26.53,98.72,306.83,0.88,2.46,8.4,,,,,2.11,10.52,28.73,16.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512674,2024-01-06 05:30:00,2,BG,0.2,1009.7,16.67,26.42,98.7,268.17,1.27,2.7,11.46,,,,,3.65,15.11,24.3,6.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512675,2024-01-06 06:30:00,2,BG,1.0,1010.13,50.67,26.22,98.7,268.5,1.2,2.37,12.98,,,,,3.29,16.27,19.78,6.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512676,2024-01-06 07:30:00,2,BG,1.2,1010.58,157.5,26.38,98.7,307.17,1.22,2.36,13.25,,,,,5.66,18.91,24.64,17.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512677,2024-01-06 08:30:00,2,BG,0.0,1010.82,268.67,26.75,98.78,273.83,1.38,3.03,10.42,,,,,6.22,16.64,30.27,18.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
2512678,2024-01-06 09:30:00,2,BG,1.2,1010.77,200.5,27.33,98.8,218.33,1.03,3.92,8.05,,,,,4.84,12.89,33.76,18.0,,-22.88790959,-43.47107415,656828.8045,7468074.5684
