objectid,data,codnum,estação,chuva,pres,rs,temp,ur,dir_vento,vel_vento,so2,no2,hcnm,hct,ch4,co,no,nox,o3,pm10,pm2_5,lat,lon,x_utm_sirgas2000,y_utm_sirgas2000
2859304,2024-07-20 03:30:00,5,IR,0.0,1024.37,0.0,11.8,92.57,274.67,0.95,,41.24,0.73,3.09,2.36,0.81,47.59,88.83,1.48,57.0,33.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859305,2024-07-20 04:30:00,5,IR,0.0,1023.92,0.0,11.73,94.22,278.17,0.62,,40.53,0.6900000000000001,2.95,2.26,0.76,45.51,86.05,2.11,50.0,25.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859306,2024-07-20 05:30:00,5,IR,0.0,1023.75,0.0,11.53,93.72,214.0,0.35,,40.97,0.63,2.97,2.34,0.5700000000000001,34.88,75.86,1.09,62.0,33.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859307,2024-07-20 06:30:00,5,IR,0.0,1024.28,1.83,10.75,95.98,254.0,0.3,,36.62,0.65,2.89,2.25,0.68,48.75,85.37,0.5900000000000001,41.0,21.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859308,2024-07-20 07:30:00,5,IR,0.0,1024.97,38.17,11.38,95.07,268.5,0.35,,41.46,0.7100000000000001,3.08,2.37,0.88,69.11,110.56,1.92,44.0,27.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859309,2024-07-20 08:30:00,5,IR,0.0,1025.68,181.0,13.97,87.33,239.17,0.53,,53.63,0.74,3.17,2.44,0.93,77.6,131.27,4.79,59.0,34.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859310,2024-07-20 09:30:00,5,IR,0.0,1025.83,380.0,16.58,80.57,235.0,0.8300000000000001,,49.8,0.62,2.9,2.28,0.54,32.65,82.45,18.36,74.0,32.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859311,2024-07-20 10:30:00,5,IR,0.0,1025.55,508.67,19.42,71.3,133.5,0.78,,38.33,0.53,2.6,2.07,0.4,13.31,51.61,39.56,59.0,25.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859312,2024-07-20 11:30:00,5,IR,0.0,1024.93,575.33,20.88,64.2,76.0,0.8200000000000001,,28.22,0.45,2.39,1.94,0.28,6.5600000000000005,34.77,61.3,52.0,16.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859313,2024-07-20 12:30:00,5,IR,0.0,1023.98,599.33,23.53,56.93,70.0,1.13,,18.08,0.46,2.27,1.81,0.28,3.48,21.55,80.61,44.0,13.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859314,2024-07-20 13:30:00,5,IR,0.0,1023.1,406.33,23.75,56.05,95.5,0.8300000000000001,,17.18,0.44,2.19,1.75,0.26,2.54,19.72,91.84,41.0,9.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859315,2024-07-20 14:30:00,5,IR,0.0,1022.72,176.0,22.35,58.97,159.0,0.62,,22.75,0.46,2.33,1.86,0.33,2.44,25.18,100.2,22.0,7.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859316,2024-07-20 15:30:00,5,IR,0.0,1022.62,243.17,21.95,65.1,197.33,1.77,,29.51,0.47,2.29,1.82,0.4,3.81,33.31,83.25,22.0,15.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859317,2024-07-20 16:30:00,5,IR,0.0,1022.72,85.33,19.7,72.43,190.67,2.33,,26.27,0.45,2.26,1.81,0.41,3.45,29.72,79.43,34.0,19.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859318,2024-07-20 17:30:00,5,IR,0.0,1022.88,8.0,17.4,78.52,186.83,1.83,,30.69,0.47,2.34,1.86,0.4,2.96,33.64,64.94,26.0,19.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859319,2024-07-20 18:30:00,5,IR,0.0,1023.18,0.0,16.63,81.12,212.17,0.87,,47.66,0.53,2.52,2.0,0.61,5.54,53.22,40.12,15.0,10.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859320,2024-07-20 19:30:00,5,IR,0.0,1023.6,0.0,16.4,83.17,213.17,1.1,,56.5,0.55,2.56,2.01,0.67,6.75,63.28,20.38,29.0,17.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859321,2024-07-20 20:30:00,5,IR,0.0,1024.0,0.0,16.35,83.9,193.17,1.27,,37.33,0.51,2.42,1.91,0.44,3.16,40.51,38.69,32.0,16.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859322,2024-07-20 21:30:00,5,IR,0.0,1024.48,0.0,16.25,84.52,196.0,1.08,,42.17,0.47,2.34,1.87,0.53,4.72,46.9,27.89,35.0,11.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859323,2024-07-20 22:30:00,5,IR,0.0,1024.87,0.0,16.13,85.03,193.17,1.18,,36.57,0.47,2.37,1.9,0.43,2.17,38.77,25.68,25.0,13.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859324,2024-07-20 23:30:00,5,IR,0.0,1025.07,0.0,16.13,83.67,227.5,0.68,,38.27,0.47,2.33,1.86,0.47,3.63,41.91,22.51,32.0,12.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859325,2024-07-21 00:30:00,5,IR,0.0,1024.88,0.0,15.75,84.73,240.17,0.73,,43.9,0.48,2.4,1.92,0.56,4.34,48.24,12.61,33.0,14.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859326,2024-07-21 01:30:00,5,IR,0.0,1024.17,0.0,14.57,86.93,283.5,0.8300000000000001,,45.24,0.56,2.66,2.09,0.55,5.01,50.25,9.31,35.0,21.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859327,2024-07-21 02:30:00,5,IR,0.0,1023.57,0.0,13.78,90.02,246.83,0.65,,45.07,0.56,2.71,2.16,0.65,6.73,51.79,6.83,44.0,24.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859328,2024-07-21 03:30:00,5,IR,0.0,1023.3,0.0,13.13,92.05,250.0,0.63,,45.72,0.5700000000000001,2.67,2.1,0.81,14.07,59.8,3.38,51.0,36.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859329,2024-07-21 04:30:00,5,IR,0.0,1023.03,0.0,12.92,92.53,272.17,0.95,,42.63,0.6,2.8,2.2,0.76,16.82,59.48,4.11,64.0,46.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859330,2024-07-21 05:30:00,5,IR,0.0,1023.23,0.0,13.02,92.43,255.5,0.7000000000000001,,40.64,0.5900000000000001,2.77,2.18,0.73,19.46,60.1,2.78,68.0,40.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859331,2024-07-21 06:30:00,5,IR,0.0,1023.58,2.17,12.93,93.1,287.17,0.3,,40.55,0.5800000000000001,2.68,2.09,0.7200000000000001,16.26,56.81,2.12,55.0,37.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859332,2024-07-21 07:30:00,5,IR,0.0,1023.92,57.83,13.65,91.48,218.83,0.68,,37.95,0.5800000000000001,2.74,2.16,0.67,14.11,52.08,7.73,48.0,36.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859333,2024-07-21 08:30:00,5,IR,0.0,1024.25,170.33,16.28,83.82,226.17,0.65,,33.86,0.5,2.49,1.99,0.52,10.96,44.81,26.53,49.0,28.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859334,2024-07-21 09:30:00,5,IR,0.0,1024.63,376.33,18.62,78.28,47.33,0.78,,35.59,0.48,2.4,1.92,0.44,11.84,47.43,32.27,38.0,22.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859335,2024-07-21 10:30:00,5,IR,0.0,1024.47,565.33,21.27,69.05,62.0,0.97,,23.03,0.47,2.4,1.93,0.3,5.5600000000000005,28.59,58.64,40.0,22.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859336,2024-07-21 11:30:00,5,IR,0.0,1023.85,613.5,22.9,63.45,80.17,0.68,,22.17,0.45,2.38,1.93,0.34,3.81,25.98,83.7,41.0,13.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859337,2024-07-21 12:30:00,5,IR,0.0,1023.08,626.0,24.55,54.97,54.67,0.88,,16.61,0.44,2.26,1.82,0.25,2.66,19.45,91.48,39.0,14.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859338,2024-07-21 13:30:00,5,IR,0.0,1022.37,514.83,25.48,51.77,86.17,0.93,,11.61,0.48,2.23,1.75,0.2,1.83,13.44,97.27,23.0,10.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859339,2024-07-21 14:30:00,5,IR,0.0,1021.82,399.67,25.73,53.05,99.5,0.97,,13.35,0.45,2.2,1.75,0.3,2.29,15.63,91.69,25.0,8.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859340,2024-07-21 15:30:00,5,IR,0.0,1021.7,211.0,23.77,57.77,76.67,1.25,,15.69,0.42,2.17,1.75,0.3,1.65,17.32,94.59,20.0,10.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859341,2024-07-21 16:30:00,5,IR,0.0,1021.48,81.5,22.82,61.25,68.67,1.08,,18.87,0.46,2.22,1.76,0.28,1.76,20.62,86.57,10.0,8.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859342,2024-07-21 17:30:00,5,IR,0.0,1021.33,7.17,20.55,66.63,79.83,0.73,,20.07,0.43,2.2,1.76,0.23,1.58,21.66,72.54,,10.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859343,2024-07-21 18:30:00,5,IR,0.0,1021.65,0.0,18.73,73.2,128.5,0.73,,33.0,0.45,2.25,1.79,0.28,0.8300000000000001,33.83,47.61,10.0,9.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859344,2024-07-21 19:30:00,5,IR,0.0,1022.23,0.0,17.47,81.13,161.67,0.32,,28.42,0.47,2.23,1.77,0.29,1.2,29.62,48.26,15.0,10.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859345,2024-07-21 20:30:00,5,IR,0.0,1022.75,0.0,16.75,84.22,104.83,0.33,,27.62,0.48,2.25,1.77,0.34,4.3,31.87,45.83,21.0,8.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859346,2024-07-21 21:30:00,5,IR,0.0,1022.87,0.0,16.42,86.8,85.33,0.48,,31.36,0.47,2.25,1.78,0.39,0.92,32.28,36.68,39.0,14.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859347,2024-07-21 22:30:00,5,IR,0.0,1022.93,0.0,15.85,87.5,86.0,0.35,,35.06,0.47,2.31,1.83,0.36,1.14,36.2,29.84,27.0,15.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859348,2024-07-21 23:30:00,5,IR,0.0,1022.75,0.0,14.97,89.27,69.0,0.35,,48.65,0.5,2.4,1.9,0.41,1.48,50.13,12.59,32.0,21.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859349,2024-07-22 00:30:00,5,IR,0.0,1022.3,0.0,14.42,89.62,71.33,0.55,,43.16,0.51,2.41,1.9,0.37,1.87,45.03,15.83,28.0,20.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859350,2024-07-22 01:30:00,5,IR,0.0,1021.67,0.0,13.73,92.45,123.83,0.32,,51.89,0.55,2.48,1.93,0.42,21.67,73.57,4.13,30.0,16.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859351,2024-07-22 02:30:00,5,IR,0.0,1021.33,0.0,12.68,96.23,331.67,0.33,,46.45,0.55,2.73,2.17,0.61,39.0,85.43,1.95,37.0,23.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859352,2024-07-22 03:30:00,5,IR,0.0,1020.87,0.0,12.33,97.67,334.5,0.52,,42.22,0.7000000000000001,3.15,2.46,0.76,40.81,83.03,2.52,57.0,32.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859353,2024-07-22 04:30:00,5,IR,0.0,1020.52,0.0,11.73,97.85,279.33,0.33,,35.96,0.81,3.83,3.03,0.91,68.95,104.9,2.61,68.0,47.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859354,2024-07-22 05:30:00,5,IR,0.0,1020.45,0.0,11.28,99.22,325.5,0.43,,35.94,0.8300000000000001,3.94,3.12,0.98,96.03,131.97,2.91,68.0,50.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859355,2024-07-22 06:30:00,5,IR,0.0,1020.63,2.0,11.1,98.98,186.0,0.43,,33.12,0.79,3.83,3.03,1.03,109.48,142.61,2.4,82.0,51.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859356,2024-07-22 07:30:00,5,IR,0.0,1021.2,31.17,11.72,97.63,304.67,0.42,,42.74,0.73,3.75,3.03,1.25,157.0,199.74,3.08,73.0,46.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859357,2024-07-22 08:30:00,5,IR,0.0,1022.1,164.67,14.85,88.38,227.33,0.53,,54.13,0.94,4.05,3.11,1.13,93.26,147.36,6.02,81.0,49.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859358,2024-07-22 09:30:00,5,IR,0.0,1022.87,435.83,18.32,76.98,324.67,1.1,,52.95,0.66,3.08,2.42,0.64,39.45,92.39,18.26,71.0,46.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859359,2024-07-22 10:30:00,5,IR,0.0,1022.93,579.17,21.72,68.17,282.0,0.8300000000000001,,47.68,0.52,2.55,2.03,0.45,20.56,68.24,35.16,61.0,24.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859360,2024-07-22 11:30:00,5,IR,0.0,1022.37,648.17,25.15,60.32,285.5,0.9,,43.58,0.48,2.5,2.02,0.42,13.3,56.88,52.47,55.0,20.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859361,2024-07-22 12:30:00,5,IR,0.0,1021.23,644.17,28.08,53.15,266.67,1.0,,27.46,0.48,2.37,1.89,0.29,5.1,32.57,83.59,59.0,16.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859362,2024-07-22 13:30:00,5,IR,0.0,1020.35,578.17,28.92,55.08,214.0,2.0,,28.02,0.47,2.35,1.89,0.38,4.31,32.33,98.67,43.0,8.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859363,2024-07-22 14:30:00,5,IR,0.0,1020.12,447.83,28.17,56.07,197.17,2.17,,24.79,0.47,2.31,1.85,0.39,3.79,28.58,110.05,37.0,14.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859364,2024-07-22 15:30:00,5,IR,0.0,1020.35,277.17,27.6,56.7,195.67,2.43,,21.45,0.46,2.3,1.84,0.31,2.39,23.85,109.9,36.0,14.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859365,2024-07-22 16:30:00,5,IR,0.0,1020.78,87.0,23.18,68.85,196.83,2.03,,29.13,0.44,2.27,1.83,0.38,3.03,32.16,72.82,36.0,16.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859366,2024-07-22 17:30:00,5,IR,0.0,1021.4,7.83,20.48,73.87,192.33,2.62,,32.49,0.47,2.31,1.83,0.37,2.52,35.03,63.74,19.0,18.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859367,2024-07-22 18:30:00,5,IR,0.0,1022.22,0.0,17.17,88.68,195.83,2.27,,31.74,0.47,2.3,1.83,0.38,2.12,33.85,55.25,28.0,13.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859368,2024-07-22 19:30:00,5,IR,0.0,1022.67,0.0,16.72,89.45,240.33,1.67,,44.34,0.5,2.35,1.85,0.6,5.86,50.15,47.37,36.0,16.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859369,2024-07-22 20:30:00,5,IR,0.0,1022.83,0.0,16.15,89.85,248.33,1.47,,43.23,0.54,2.42,1.88,0.5,4.58,47.82,51.26,39.0,25.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859370,2024-07-22 21:30:00,5,IR,0.0,1023.05,0.0,15.52,90.87,238.5,1.15,,43.48,0.52,2.39,1.87,0.53,4.01,47.5,39.71,47.0,25.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859371,2024-07-22 22:30:00,5,IR,0.0,1023.28,0.0,14.78,91.22,228.17,1.02,,37.27,0.52,2.42,1.9,0.46,2.39,39.7,46.24,53.0,29.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859372,2024-07-22 23:30:00,5,IR,0.0,1023.42,0.17,14.63,90.67,192.83,1.47,,24.13,0.47,2.35,1.87,0.33,0.65,24.79,71.15,53.0,27.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859373,2024-07-23 00:30:00,5,IR,0.0,1023.57,0.17,15.17,87.45,209.0,1.3,,14.62,0.46,2.31,1.85,0.23,0.38,15.0,95.5,44.0,24.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859374,2024-07-23 01:30:00,5,IR,0.0,1023.45,0.0,14.77,87.82,240.83,1.22,,15.25,0.46,2.31,1.85,0.25,0.46,15.72,85.93,32.0,18.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859375,2024-07-23 02:30:00,5,IR,0.0,1023.42,0.0,14.92,86.28,234.33,1.28,,13.96,0.44,2.28,1.85,0.23,0.26,14.22,85.78,36.0,24.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859376,2024-07-23 03:30:00,5,IR,0.0,1023.4,0.0,14.97,85.8,239.33,0.75,,13.15,0.46,2.3,1.84,0.22,0.21,13.36,84.27,38.0,22.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859377,2024-07-23 04:30:00,5,IR,0.0,1023.27,0.0,14.85,84.95,234.33,0.75,,20.07,0.45,2.3,1.86,0.23,1.39,21.46,82.4,39.0,24.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859378,2024-07-23 05:30:00,5,IR,0.0,1023.5,0.0,14.68,82.78,247.33,0.67,,34.45,0.45,2.33,1.89,0.26,1.12,35.5,68.19,27.0,21.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859379,2024-07-23 06:30:00,5,IR,0.0,1024.25,1.83,14.67,82.28,248.5,0.5800000000000001,,61.37,0.51,2.49,1.98,0.43,8.4,69.8,27.47,34.0,21.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859380,2024-07-23 07:30:00,5,IR,0.0,1024.92,50.33,15.1,80.8,229.17,1.0,,60.22,0.51,2.48,1.98,0.47,16.94,77.12,25.54,45.0,22.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859381,2024-07-23 08:30:00,5,IR,0.0,1025.47,116.67,16.23,75.48,253.67,1.0,,44.16,0.48,2.4,1.92,0.41,10.29,54.41,57.62,61.0,22.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859382,2024-07-23 09:30:00,5,IR,0.0,1025.97,169.33,17.22,71.42,243.17,0.7200000000000001,,28.76,0.45,2.3,1.85,0.33,3.21,31.96,80.3,49.0,23.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859383,2024-07-23 10:30:00,5,IR,0.0,1025.92,612.67,19.57,65.55,152.83,1.1,,19.62,0.46,2.26,1.8,0.28,2.95,22.6,99.64,35.0,24.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859384,2024-07-23 11:30:00,5,IR,0.0,1025.38,628.83,21.08,63.38,235.67,1.25,,30.7,0.46,2.32,1.85,0.4,6.33,37.02,86.63,56.0,26.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859385,2024-07-23 12:30:00,5,IR,0.0,1024.53,616.0,21.77,62.1,256.0,0.87,,29.83,0.47,2.38,1.91,0.45,4.38,34.22,101.24,66.0,30.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859386,2024-07-23 13:30:00,5,IR,0.0,1023.68,559.5,24.25,57.47,204.33,0.92,,28.87,0.47,2.38,1.91,0.45,3.01,31.88,115.01,66.0,31.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859387,2024-07-23 14:30:00,5,IR,0.0,1023.1,433.67,25.15,58.5,215.67,0.8200000000000001,,32.19,0.47,2.33,1.85,0.45,3.69,35.88,117.68,66.0,33.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859388,2024-07-23 15:30:00,5,IR,0.0,1023.12,244.33,24.23,60.73,88.67,0.93,,45.82,0.49,2.4,1.91,0.48,2.46,48.29,135.7,59.0,26.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859389,2024-07-23 16:30:00,5,IR,0.0,1023.15,85.17,21.55,65.17,63.33,1.32,,48.13,0.48,2.34,1.85,0.47,2.24,50.4,125.02,72.0,53.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859390,2024-07-23 17:30:00,5,IR,0.0,1023.6,8.5,19.88,68.15,70.17,0.67,,42.2,0.5,2.35,1.86,0.4,1.32,43.54,102.83,59.0,40.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859391,2024-07-23 18:30:00,5,IR,0.0,1023.75,0.0,18.45,72.1,185.17,0.37,,63.32,0.5,2.37,1.87,0.62,5.38,68.71,57.71,41.0,22.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859392,2024-07-23 19:30:00,5,IR,0.0,1023.82,0.0,17.38,79.4,257.83,0.52,,82.85,0.67,2.75,2.09,0.99,25.19,108.02,5.19,50.0,33.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859393,2024-07-23 20:30:00,5,IR,0.0,1024.13,0.0,16.32,83.13,235.83,0.6,,75.95,0.65,2.71,2.06,0.87,16.34,92.28,6.5,74.0,32.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859394,2024-07-23 21:30:00,5,IR,0.0,1024.6,0.0,15.4,86.48,287.17,0.47,,64.79,0.5900000000000001,2.68,2.08,0.68,6.54,71.3,15.38,56.0,26.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859395,2024-07-23 22:30:00,5,IR,0.0,1024.9,0.0,14.6,89.37,337.5,0.6,,69.95,0.5800000000000001,2.7,2.11,0.79,19.51,89.47,3.34,53.0,29.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859396,2024-07-23 23:30:00,5,IR,0.0,1025.05,0.0,14.27,90.93,304.83,0.5800000000000001,,67.38,0.62,2.8,2.18,0.7000000000000001,13.08,80.47,2.83,59.0,37.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859397,2024-07-24 00:30:00,5,IR,0.0,1025.0,0.5,14.52,90.83,121.5,0.28,,63.69,0.5900000000000001,2.8,2.21,0.5800000000000001,6.76,70.46,4.32,68.0,31.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859398,2024-07-24 01:30:00,5,IR,0.0,1024.62,0.0,13.78,92.2,17.0,0.62,,58.71,0.67,3.05,2.38,0.62,14.28,72.99,3.04,63.0,33.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859399,2024-07-24 02:30:00,5,IR,0.0,1024.43,0.17,13.17,91.52,22.0,0.63,,49.66,0.67,2.89,2.21,0.47,2.35,52.02,12.4,94.0,67.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859400,2024-07-24 03:30:00,5,IR,0.0,1024.52,0.33,13.8,89.68,26.67,0.8500000000000001,,39.69,0.54,2.6,2.07,0.43,0.93,40.62,23.57,86.0,69.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859401,2024-07-24 04:30:00,5,IR,0.0,1024.67,0.0,14.0,88.18,237.33,0.62,,35.47,0.51,2.6,2.08,0.41,0.92,36.39,28.54,86.0,59.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859402,2024-07-24 05:30:00,5,IR,0.0,1024.88,0.0,14.07,89.37,118.5,0.7000000000000001,,46.91,0.52,2.5700000000000003,2.05,0.37,2.75,49.65,22.75,70.0,52.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859403,2024-07-24 06:30:00,5,IR,0.0,1025.1,2.67,14.35,90.15,105.0,0.27,,60.19,0.51,2.56,2.06,0.43,7.09,67.28,8.0,70.0,44.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859404,2024-07-24 07:30:00,5,IR,0.0,1025.67,42.33,14.15,89.92,73.83,0.68,,60.93,0.56,2.67,2.11,0.55,40.62,101.54,5.23,73.0,42.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859405,2024-07-24 08:30:00,5,IR,0.0,1026.07,175.5,15.47,84.08,41.67,1.15,,48.62,0.53,2.51,1.98,0.45,14.33,62.93,27.66,76.0,41.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859406,2024-07-24 09:30:00,5,IR,0.0,1026.17,409.5,17.67,77.03,109.33,1.1,,44.89,0.51,2.47,1.97,0.39,9.23,54.17,52.17,75.0,33.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859407,2024-07-24 10:30:00,5,IR,0.0,1025.83,567.5,20.77,69.13,69.67,1.0,,32.5,0.48,2.36,1.88,0.27,5.46,37.98,86.66,66.0,29.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859408,2024-07-24 11:30:00,5,IR,0.0,1025.25,655.0,22.75,62.3,53.17,1.52,,30.61,0.47,2.28,1.81,0.27,5.25,35.86,90.6,61.0,27.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859409,2024-07-24 12:30:00,5,IR,0.0,1023.93,654.17,24.93,53.65,48.33,2.03,,24.99,0.44,2.22,1.78,0.25,4.59,29.58,88.99,51.0,23.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859410,2024-07-24 13:30:00,5,IR,0.0,1022.8,594.17,26.22,49.6,44.0,1.9,,29.57,0.44,2.23,1.78,0.26,6.13,35.7,83.06,32.0,8.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859411,2024-07-24 14:30:00,5,IR,0.0,1022.07,448.83,28.25,46.17,69.83,1.05,,30.8,0.48,2.26,1.78,0.29,5.57,36.38,87.28,29.0,10.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859412,2024-07-24 15:30:00,5,IR,0.0,1022.1,267.33,28.42,50.2,102.5,0.8,,34.91,0.47,2.27,1.8,0.39,5.8,40.73,102.75,38.0,15.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859413,2024-07-24 16:30:00,5,IR,0.0,1022.47,86.83,25.85,55.6,134.83,0.63,,30.06,0.49,2.31,1.83,0.37,4.54,34.5,74.78,45.0,18.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859414,2024-07-24 17:30:00,5,IR,0.0,1022.73,6.67,21.82,64.85,162.0,0.78,,25.32,0.55,2.46,1.91,0.43,2.96,28.35,74.25,29.0,12.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859415,2024-07-24 18:30:00,5,IR,0.0,1023.18,0.0,19.92,72.03,141.5,0.45,,17.53,0.46,2.21,1.75,0.3,0.86,18.39,81.64,15.0,12.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
2859416,2024-07-24 19:30:00,5,IR,0.0,1023.6,0.0,18.88,77.48,119.17,0.47,,23.11,0.46,2.23,1.77,0.37,2.15,25.27,71.95,21.0,11.0,-22.831620800000003,-43.3268447,671696.6238,7474146.6215
