CD_BAIRRO,NM_BAIRRO,V05000,V05001,V05002,V05003,V05004,V05005,V05006,V05007,V05008,V05009,V05010,V05011,V05012,V05013,V05014,V05015,V05016,V05017,V05018,V05019,V05020,V05021,V05022,V05023,V05024,V05025,V05026,V05027,V05028,V05029,V05030,V05031,V05032,V05033,V05034
3304557132,Camorim,2719,2552,167,0,0,0,2461,258,0,1890,829,0,2607,112,0,133,2586,0,1004,1715,0,2189,530,0,921,1268,530,1003,1186,530,328,98,466,1827,0
3304557133,Vargem Pequena,11777,9191,1404,1039,0,143,10618,1016,143,6343,5291,143,11265,369,143,1389,10245,143,1473,10161,143,8915,2719,143,7658,1257,2862,304,8611,2862,3536,1351,1719,5028,143
3304557134,Vargem Grande,7762,4842,2361,559,0,0,5824,1938,0,3667,4095,0,6541,1221,0,1080,6682,0,369,7393,0,4184,3578,0,3661,523,3578,110,4074,3578,2261,1149,848,3504,0
3304557135,Recreio dos Bandeirantes,56261,51411,3207,1506,0,137,53709,2415,137,46436,9688,137,54366,1758,137,5686,50438,137,4742,51382,137,50916,5208,137,33268,17648,5345,21498,29418,5345,6921,3877,4180,41146,137
3304557136,Grumari,9,9,0,0,0,0,9,0,0,0,9,0,9,0,0,0,9,0,0,9,0,9,0,0,9,0,0,0,9,0,0,0,0,9,0
3304557137,Coelho Neto,10678,9129,1075,457,0,17,10295,366,17,9672,989,17,10553,108,17,1380,9281,17,0,10661,17,9524,1137,17,7702,1822,1154,752,8772,1154,2247,2846,2599,2969,17
3304557138,Acari,10305,5150,1431,3604,0,120,9868,317,120,8255,1930,120,8583,1602,120,23,10162,120,0,10185,120,4100,6085,120,4026,74,6205,460,3640,6205,8401,594,346,844,120
3304557139,Barros Filho,7698,4770,2120,808,0,0,7572,126,0,6371,1327,0,7532,166,0,750,6948,0,27,7671,0,5509,2189,0,4171,1338,2189,973,4536,2189,4347,1148,1233,970,0
3304557140,Costa Barros,9632,5812,2898,875,0,47,8870,715,47,8297,1288,47,8796,789,47,332,9253,47,0,9585,47,7566,2019,47,7066,500,2066,490,7076,2066,5987,1927,876,795,47
3304557141,Pavuna,35347,23888,7581,3393,0,485,31944,2918,485,29519,5343,485,32815,2047,485,2804,32058,485,229,34633,485,28757,6105,485,23383,5374,6590,8012,20745,6590,17356,5951,3496,8059,485
3304557142,Guaratiba,57212,47999,7946,1193,0,74,42302,14836,74,36157,20981,74,54285,2853,74,2845,54293,74,556,56582,74,39662,17476,74,30742,8920,17550,7563,32099,17550,17383,13261,7784,18710,74
3304557143,Barra de Guaratiba,1922,1149,708,65,0,0,1427,495,0,448,1474,0,1889,33,0,462,1460,0,2,1920,0,125,1797,0,29,96,1797,10,115,1797,449,341,441,691,0
3304557144,Pedra de Guaratiba,4569,3178,1240,151,0,0,4098,471,0,2527,2042,0,4535,34,0,202,4367,0,0,4569,0,3422,1147,0,3012,410,1147,590,2832,1147,1908,759,725,1177,0
3304557145,Higienópolis,5719,5103,312,304,0,0,5719,0,0,5662,57,0,5719,0,0,816,4903,0,160,5559,0,4889,830,0,531,4358,830,31,4858,830,3748,655,329,987,0
3304557146,Jacaré,2858,2133,157,568,0,0,2787,71,0,2569,289,0,2745,113,0,463,2395,0,3,2855,0,2300,558,0,1982,318,558,351,1949,558,934,395,242,1287,0
3304557147,Maria da Graça,2993,2982,0,9,0,2,2982,9,2,2763,228,2,2991,0,2,598,2393,2,0,2991,2,2982,9,2,1742,1240,11,371,2611,11,148,411,494,1938,2
3304557148,Del Castilho,8125,5896,1925,252,0,52,8073,0,52,7635,438,52,8073,0,52,1446,6627,52,2,8071,52,7037,1036,52,2256,4781,1088,343,6694,1088,2164,1129,810,3970,52
3304557149,Inhaúma,14378,6939,6518,613,0,308,13910,160,308,12980,1090,308,13818,252,308,1493,12577,308,0,14070,308,12741,1329,308,11473,1268,1637,1582,11159,1637,4492,1907,1318,6353,308
3304557150,Engenho da Rainha,9584,5173,3377,979,0,55,9221,308,55,7989,1540,55,9448,81,55,1029,8500,55,221,9308,55,7912,1617,55,4701,3211,1672,1446,6466,1672,4023,1924,914,2668,55
3304557151,Tomás Coelho,8091,4504,2417,1115,0,55,7111,925,55,6033,2003,55,7977,59,55,871,7165,55,246,7790,55,5936,2100,55,3553,2383,2155,1438,4498,2155,3460,1412,1027,2137,55
3304557152,Saúde,708,214,222,272,0,0,708,0,0,677,31,0,708,0,0,94,614,0,0,708,0,623,85,0,449,174,85,150,473,85,484,44,39,141,0
3304557153,Paquetá,1544,883,380,281,0,0,280,1264,0,1223,321,0,1523,21,0,47,1497,0,0,1544,0,1197,347,0,1016,181,347,275,922,347,333,220,179,812,0
3304557154,Parque Colúmbia,2928,1977,521,413,0,17,2832,79,17,2159,752,17,2846,65,17,177,2734,17,3,2908,17,2160,751,17,2015,145,768,4,2156,768,1375,529,367,640,17
3304557155,Jacarezinho,13103,1745,562,946,0,9850,3236,17,9850,2310,943,9850,3164,89,9850,573,2680,9850,0,3253,9850,1167,2086,9850,1167,0,11936,0,1167,11936,2096,473,358,326,9850
3304557156,Rocinha,30426,4336,949,23989,0,1152,10374,18900,1152,7623,21651,1152,16061,13213,1152,1713,27561,1152,360,28914,1152,3708,25566,1152,3682,26,26718,0,3708,26718,25754,1743,1318,459,1152
3304557157,Complexo do Alemão,19778,6227,2375,11114,0,62,19442,274,62,16301,3415,62,18635,1081,62,1037,18679,62,0,19716,62,7761,11955,62,4934,2827,12017,553,7208,12017,15483,2991,480,762,62
3304557158,Maré,46816,23435,13519,9862,0,0,46244,572,0,35072,11744,0,44642,2174,0,247,46569,0,589,46227,0,28320,18496,0,27509,811,18496,467,27853,18496,38571,5239,1284,1722,0
3304557159,Vasco da Gama,6051,3105,767,2029,0,150,5901,0,150,5376,525,150,5856,45,150,961,4940,150,1,5900,150,3869,2032,150,1741,2128,2182,561,3308,2182,3715,669,276,1241,150
3304557160,Gericinó,877,330,321,226,0,0,330,547,0,261,616,0,877,0,0,0,877,0,0,877,0,244,633,0,192,52,633,0,244,633,487,297,0,93,0
3304557161,Lapa,4955,4955,0,0,0,0,4955,0,0,4909,46,0,4955,0,0,1987,2968,0,0,4955,0,4955,0,0,871,4084,0,3486,1469,0,2023,325,899,1708,0
3304557162,Vila Kennedy,8156,5827,2216,111,0,2,8002,152,2,6822,1332,2,8093,61,2,199,7955,2,127,8027,2,6907,1247,2,6489,418,1249,18,6889,1249,6729,965,123,337,2
